show_id;type;title;director;cast;country;date_added;release_year;rating;duration;listed_in;description;note
81001381;movie;once in a lifetime sessions with nile rodgers;charlie lightening;nile rodgers;nan;august 1, 2018;2018;tv-pg;70 min;documentaries, music & musicals;the career of rhythm guitarist and chic founder nile rodgers is chronicled in this musical blend of documentary and original concert performance.;
81001382;movie;once in a lifetime sessions with noel gallagher;charlie lightening;noel gallagher;nan;august 1, 2018;2018;tv-ma;66 min;documentaries, music & musicals;between scenes from an intimate performance, the oasis legend reflects on his road to stardom and offers insights on his creative process.;
81001383;movie;once in a lifetime sessions with tlc;matt askem;nan;nan;august 1, 2018;2018;tv-pg;72 min;documentaries, music & musicals;one of the most successful female groups in music history, tlc performs in concert while taking a look back at their tumultuous history.;
80998567;movie;oru vishsheshapetta biryani kissa;kiran narayanan;nedumudi venu, v.k. sriraman, lena, sunil sukhada, mammukoya, joju george, bhagath baby manuel, sasi kalinga;nan;august 1, 2018;2017;tv-14;122 min;comedies, dramas, international movies;when the village's biryani cook unexpectedly passes, a widow steps up to the plate and takes on new delectable challenges.;5,7 based on 72 user ratings
81002215;movie;p se pm tak;kundan shah;meenakshi dixit, indrajeet soni, bharat jadhav, yashpal sharma, anjan srivastav, deepak shirke, akhilendra mishra, mushtaq khan, aanand kale;india;august 1, 2018;2015;tv-14;117 min;comedies, independent movies, international movies;a prostitute who is down on her luck gets caught in the middle of an elaborate scheme orchestrated by two local politicians.;3,9 based on 71 user ratings
70105338;movie;r.l. stine's mostly ghostly;richard correll;madison pettis, sterling beaumon, luke benward, brian stepanek, david deluise, kim rhodes, adam hicks, ali lohan, sabrina bryan, rachel winfree, diego acuã±a;united states;august 1, 2018;2008;pg;98 min;children & family movies, comedies;after discovering a pair of young ghosts, a nebbish 11-year-old agrees to help the sibling spirits solve the mystery surrounding their demise.;4,9 based on 1 290 user ratings
81014824;movie;rangreza;amir mohiuddin;urwa hocane, bilal ashraf, gohar rasheed, saleem mairaj, ghana ali, shahid naqvi;pakistan;august 1, 2018;2017;tv-14;126 min;dramas, international movies, music & musicals;a high-flying rock star and son of a politician falls for a woman from a qawwal family, leading to a love triangle that may consume everyone involved.;5,4 based on 201 user ratings
81013200;movie;sudani from nigeria;zakariya;soubin shahir, samuel abiola robinson, savithri sredharan, aneesh menon;india;august 1, 2018;2018;tv-pg;115 min;comedies, dramas, international movies;when a soccer club manager brings one of his injured foreign players home to recuperate, they form an unlikely bond despite their cultural differences.;8,2 based on 2 786 user ratings
80230018;tv show;switched;nan;daiki shigeoka, tomohiro kamiyama, kaya kiyohara, miu tomita, reika kirishima, shinji rokkaku, miu suzuki, riko hisada, megumi seki, shoko nakajima;japan;august 1, 2018;2018;tv-ma;1 season;international tv shows, tv dramas, tv mysteries;high schooler ayumi's perfect world evaporates when her envious classmate zenko somehow steals her body, her boyfriend and her life.;7,7 based on 22 139 user ratings
80242916;tv show;the couldâ€™ve-gone-all-the-way committee;nan;jiro sato, mai shiraishi, takayuki yamada, shotaro mamiya, tamotsu kanshuji, yuka ogura, kenta hamano, yuka kuramochi, yuki morinaga, rena takeda, munenori nagano, shiori enatsu, toru tezuka, yosuke sugino, maika yamamoto, akiyoshi nakao, aoi morikawa, masato yano, mari yamachi, megumi, mayuko fukuda, yuta koseki;japan;august 1, 2018;2018;tv-14;1 season;international tv shows, romantic tv shows, tv dramas;people bring their stories of missed lust connections to an objective panel of experts who then judge whether they could have gone all the way or not.;7,1 based on 57 user ratings
80041339;movie;the diabolical;alistair legrand;ali larter, arjun gupta, max rose, merrin dungey, chloe perrin, kurt carley, patrick fischler, wilmer calderon, tom wright;united states;august 1, 2018;2015;tv-ma;86 min;horror movies, sci-fi & fantasy, thrillers;terrorized by unexplained disturbances and horrific visions in her home, a young widowed mother turns to her scientist boyfriend for help.;4,7 based on 5 117 user ratings
70105371;movie;the informant!;steven soderbergh;matt damon, scott bakula, joel mchale, melanie lynskey, thomas f. wilson, patton oswalt, tony hale, eddie jemison, paul f. tompkins, tom papa;united states;august 1, 2018;2009;r;108 min;comedies, dramas;while gathering evidence against his employer to help the fbi build a price-fixing case, mark whitacre begins to piece together a fantasy world.;6,4 based on 61 954 user ratings
60022962;movie;the parole officer;john duigan;steve coogan, emma gilmour, susan jane tanner, iain mitchell, james smith, om puri, steven waddington, ben miller, lena headey, jenny agutter;united kingdom;august 1, 2018;2001;r;94 min;action & adventure, comedies;after witnessing a murder, simon garden is framed â€“ and the only evidence that proves his innocence is a videotape locked inside a bank vault.;6,4 based on 6 407 user ratings
81002213;movie;tikli and laxmi bomb;aditya kripalani;vibhawari deshpande, chitrangada chakraborty, suchitra pillai, upendra limaye, divya unny, kritika pande, mayur more, kamil shaikh;india;august 1, 2018;2017;tv-ma;151 min;dramas, international movies;two frustrated sex workers cut out the middlemen from their business affairs and start a cooperative that's run entirely by women.;8,2 based on 1 541 user ratings
80190147;movie;a sort of homecoming;maria burton;laura marano, parker mack, katherine mcnamara, marcus lyle brown, shayne topp, michelle clunie, kathleen wilhoite;united states;august 1, 2017;2015;tv-pg;89 min;dramas, independent movies;ace news producer amy is called back to her louisiana hometown where memories of what used to be â€“ and what might have been â€“ come flooding back.;5,7 based on 215 user ratings
80190149;movie;all hallows' eve;charlie vaughn;lexi giovagnoli, ashley argota, john deluca, diane salinger, martin klebba, tracey gold, dee wallace, pilot paisley-rose, daniel cooksley, vincent giovagnoli, dillon cavitt;united states;august 1, 2017;2016;tv-g;92 min;children & family movies, independent movies;instead of summoning the spirit of her dearly departed mother, a charming teen accidentally awakens a vengeful witch who wants to destroy her town.;5,0 based on 5 454 user ratings
80195886;movie;anarkali of aarah;avinash das;swara bhaskar, sanjay mishra, vijay kumar, pankaj tripathi, mayur more, ishtiyak khan;india;august 1, 2017;2017;tv-ma;111 min;dramas, independent movies, international movies;after being sexually harassed by a drunken politician while performing at a public event, a village dancer plots revenge to clear her name.;6,4 based on 1 231 user ratings
80190148;movie;annabelle hooper and the ghosts of nantucket;paul serafini;bailee madison, robert capron, rachel resheff, mavrick moreno, whitney goin, gary weeks, juliana harkavy, kevin b. mcglynn, jamison stern, mia matthews, bianca matthews;united states;august 1, 2017;2016;tv-pg;92 min;children & family movies;while vacationing on picturesque nantucket, a crafty teenage mystery writer contends with two thieves as she tries to solve a ghostly conundrum.;5,6 based on 591 user ratings
80185803;tv show;aussie gold hunters;nan;nan;australia;august 1, 2017;2016;tv-ma;1 season;docuseries, international tv shows, reality tv;three teams of gold hunters battle all manner of challenges while pursuing their dreams in the australian outback.;7,1 based on 194 user ratings
80147321;movie;below her mouth;april mullen;erika linder, natalie krill, sebastian pigott, mayko nguyen, tommie-amber pirie, melanie leishman, andrea stefancikova, daniela barbosa;canada;august 1, 2017;2016;tv-ma;91 min;dramas, independent movies, international movies;an engaged fashion editor begins a torrid affair with a female roofer that threatens to turn both of their lives upside down.;5,5 based on 9 402 user ratings
80157177;tv show;bountiful blessings;nan;jessica hsuan, tay ping hui, thomas ong, jeffrey xu, ya hui, ann kok, zhu houren, yao wenlong;nan;august 1, 2017;2011;tv-14;1 season;international tv shows, tv dramas, tv sci-fi & fantasy;a former mortal who is now the kitchen god cooks up celestial turmoil when he impregnates and opens a restaurant with his beloved, reincarnated wife.;
80185369;tv show;close your eyes before itâ€™s dark;nan;bryan shu-hao chang, jian man-shu, yen tsao, sun ke-fang, allen chen, jake hsu, chu sheng-ping, blue lan;taiwan;august 1, 2017;2016;tv-14;1 season;crime tv shows, international tv shows, tv dramas;while vacationing at a mountain cabin, a group of longtime friends uncovers an old scandal that could have deadly consequences.;7,2 based on 147 user ratings
70248183;movie;cloud atlas;lilly wachowski, lana wachowski, tom tykwer;tom hanks, halle berry, jim broadbent, hugo weaving, jim sturgess, doona bae, ben whishaw, keith david, james d'arcy, zhou xun;germany, united states, hong kong, singapore;august 1, 2017;2012;r;172 min;action & adventure, cult movies, dramas;in this star-studded drama, six seemingly disparate stories explore the complicated links that humanity shares through the generations.;7,4 based on 337 714 user ratings
80185723;movie;cop watchers;ben steele;nan;nan;august 1, 2017;2016;tv-ma;45 min;documentaries, international movies;explore the stories of the citizens who seek to deter police brutality by observing and videotaping arrests made by the new york police department.;5,3 based on 245 user ratings
80159897;tv show;entangled;nan;thomas ong, jack tan, margaret wang, kate pang, huang qi ming, aileen tan, rayson tan, zhang shui fa;south korea;august 1, 2017;2014;tv-ma;1 season;international tv shows, tv dramas;when the children of two families become friends, they begin to unravel a horrific crime in the past that already linked their fathers to each other.;6,6 based on 25 user ratings
80185707;tv show;everyday miracles;nan;mark miodownik;united kingdom;august 1, 2017;2014;tv-pg;1 season;british tv shows, docuseries, international tv shows;materials scientist mark miodownik takes us into the world of everyday objects that make our lives more comfortable than those of our ancestors.;7,5 based on 21 user ratings
80166472;tv show;fartsa;nan;alexander petrov, fillip gorenshtein, maksim emelyanov, aleksey vesyolkin, zoya berber, ieva andrejevaite;russia;august 1, 2017;2015;tv-ma;1 season;crime tv shows, international tv shows, tv dramas;as four russian friends grow up in the early '60s, life, love and the curse of success threaten to derail their dreams.;6,5 based on 135 user ratings
80185801;tv show;genius of the ancient world;nan;bettany hughes;united kingdom;august 1, 2017;2015;tv-pg;1 season;british tv shows, docuseries, international tv shows;historian bettany hughes travels to india, greece and china to explore the lives and times of buddha, socrates and confucius.;7,3 based on 391 user ratings
80186252;tv show;genius of the modern world;nan;bettany hughes;united kingdom;august 1, 2017;2016;tv-14;1 season;british tv shows, docuseries, international tv shows;historian bettany hughes explores the intellectual landscapes that helped shape the work of karl marx, friedrich nietzsche and sigmund freud.;7,6 based on 752 user ratings
80151962;movie;handsome devil;john butler;fionn o'shea, nicholas galitzine, andrew scott, michael mcelhatton, moe dunford, ruairã­ o'connor, jay duffy, mark lavery, jamie hallahan, ardal o'hanlon, amy huberman;ireland;august 1, 2017;2016;tv-ma;95 min;comedies, dramas, international movies;a self-described outsider is sent to a rugby-obsessed boarding school, where he forms an unexpected bond with the star player.;7,1 based on 9 777 user ratings
80185427;tv show;have you ever fallen in love, miss jiang?;nan;lan cheng-lung, esther yeh, he yu-chen, greg han;nan;august 1, 2017;2016;tv-ma;1 season;crime tv shows, international tv shows, tv dramas;a new teacher finds herself in an unenviable situation after witnessing a troubling interaction between an administrator and a student.;
80176179;tv show;hogie the globehopper;nan;mae elliessa;united states;august 1, 2017;2016;tv-y;1 season;kids' tv;hogie and his friends travel the world, exploring far-flung locales like buenos aires, cairo, hawaii and the galapagos islands.;6,2 based on 9 user ratings
80190146;movie;jessica darling's it list;ali scher;chloe east, emma rayne lyle, jane widdop, jane sibbett, eric lutes, blair fowler, ashley liao, eva bella, kimrie lewis-davis, abraham benrubi;united states;august 1, 2017;2016;tv-g;80 min;children & family movies, comedies;armed with popularity tips from her beautiful older sister, precocious jessica darling prepares to navigate the treacherous world of seventh grade.;5,4 based on 756 user ratings
80184595;tv show;life plan a and b;nan;rainie yang, yan yu-lin, johnny lu, chang fu-chien, chen chi-hsia;taiwan;august 1, 2017;2016;tv-pg;1 season;international tv shows, romantic tv shows, tv dramas;two parallel life paths begin for a man and woman in love after she is offered a lucrative promotion far away and must choose between love and career.;7,6 based on 76 user ratings
80166481;tv show;locust;nan;pyotr fyodorov, paulina andreeva, dmitry shevchenko, aleksey gorbunov, evgeniya dmitrieva, maksim pinsker;russia;august 1, 2017;2014;tv-ma;1 season;crime tv shows, international tv shows, romantic tv shows;a torrid affair between a passionate lowborn poet and a wealthy moscow heiress is engulfed by class difference, criminality and, eventually, murder.;5,5 based on 449 user ratings
80184684;tv show;love storm;nan;chris wu, chen yu, greg han, esther yeh, yeh chen-ting, deng yu-kai;nan;august 1, 2017;2016;tv-pg;1 season;international tv shows, romantic tv shows, tv comedies;three grown siblings must rethink their idea of family when they learn their parents are getting divorced and have their eyes on new partners.;
80179433;movie;maz jobrani: immigrant;maz jobrani;maz jobrani;nan;august 1, 2017;2017;tv-ma;67 min;stand-up comedy;iranian american comic maz jobrani lights up the kennedy center with riffs on immigrant life in the trump era, modern parenting pitfalls and more.;6,7 based on 678 user ratings
80185622;tv show;nurses who kill;nan;nan;united kingdom;august 1, 2017;2016;tv-14;1 season;british tv shows, crime tv shows, docuseries;top medical, criminal and psychological experts analyze the motives and methods of nurses who use their positions to kill rather than heal.;5,8 based on 169 user ratings
80114501;movie;opening night;isaac rentz;topher grace, alona tal, anne heche, taye diggs, rob riggle, paul scheer, j.c. chasez, lauren lapkus, lesli margherita, brian huskey;united states;august 1, 2017;2016;tv-ma;84 min;comedies, independent movies, music & musicals;once a rising star on broadway, nick is now the perennially pestered production manager for a new musical dedicated to rock music's one-hit wonders.;8,0 based on 8 563 user ratings
80187107;movie;raising the bar;clay glen;kelli berglund, lili karamalikis, tess fowler, emily morris, peta shannon, adam tuominen, caetlyn collins, jack tomich, isabelle andary-geslin, rachel d'sena;australia;august 1, 2017;2016;tv-g;97 min;children & family movies, dramas, sports movies;a teenager who gave up her spot in an elite u.s. gymnastics program when her family moved to australia enters a competition to help a new friend.;5,6 based on 1 147 user ratings
80141259;tv show;surviving escobar - alias jj;nan;juan pablo urrego, amparo grisales, nicole santamarã­a, elkin dã­az, francisco javier rueda, ramsã©s ramos, lina marcela castrillã³n, toto vega, camilo sã¡enz, mijail mulkay, natasha klauss, nelson camayo;nan;august 1, 2017;2017;tv-ma;1 season;crime tv shows, international tv shows, spanish-language tv shows;as the medellã­n cartel crumbles, pablo escobar's no. 1 hit man struggles to stay alive and gain respect in the prison hierarchy.;7,9 based on 778 user ratings
80167646;movie;the blind christ;christopher murray;michael silva, bastiã¡n inostroza, ana marã­a henrã­quez, mauricio pinto, pedro godoy, hermelinda cayo, hã©ctor mella, gonzalo villalobos, noelia rubio;chile, france;august 1, 2017;2016;tv-ma;86 min;dramas, independent movies, international movies;a man claiming he had a divine revelation as a child treks across the chilean desert to perform a miracle on a friend badly injured in a remote town.;5,9 based on 211 user ratings
80080106;movie;the bomb;kevin ford, smriti keshari, eric schlosser;nan;united states;august 1, 2017;2016;tv-14;59 min;documentaries;form, montage and mesmerizing kinetics propel this experimental meditation on the destructive power of the nuclear bomb, featuring music by the acid.;6,5 based on 507 user ratings
80157528;tv show;the in-laws;nan;louise lee, rui en, pierre png, darren lim, cynthia koh, belinda lee;nan;august 1, 2017;2011;tv-14;1 season;international tv shows, tv dramas;she swore not to meddle in her kids' lives like her mother-in-law meddled in hers. but when her sons get married, that vow proves not so easy to keep.;5,7 based on 16 022 user ratings
80185861;movie;the truth about alcohol;david briggs;javid abdelmoneim;united kingdom;august 1, 2017;2016;tv-14;58 min;documentaries, international movies;emergency room doctor javid abdelmoneim endeavors to learn the truth about alcohol, both its benefits and risks, by exploring the science of drinking.;7,1 based on 17 user ratings
80185722;movie;the women who kill lions;neil rawles;nan;united kingdom;august 1, 2017;2016;tv-ma;47 min;documentaries, international movies;experience an up-close look at the controversial passion and resulting infamy of big-game hunters rebecca francis and jacine jadresko.;3,6 based on 151 user ratings
80081374;movie;un plus une;claude lelouch;jean dujardin, elsa zylberstein, christopher lambert, alice pol, rahul vohra, shriya pilgaonkar, abhishek krishnan, venantino venantini, amma, kalki koechlin;france;august 1, 2017;2015;tv-ma;114 min;comedies, dramas, international movies;a womanizing musician travels to india, where he composes a bollywood film score and unexpectedly falls for the wife of the french ambassador.;6,2 based on 1 750 user ratings
80119381;tv show;winter sun;nan;åžã¼krã¼ ã–zyä±ldä±z, aslä± enver, åženay gã¼rler, baåÿak parlak, mahir gã¼nåÿiray, hakan boyav, hakan gerã§ek, berrak kuåÿ, gamze sã¼ner atay, mehmet esen;turkey;august 1, 2017;2014;tv-14;1 season;international tv shows, tv dramas, tv thrillers;years after ruthless businessmen kill his father and order the death of his twin brother, a modest fisherman adopts a new persona to exact revenge.;6,2 based on 420 user ratings
70254851;tv show;world war ii in colour;nan;robert powell;united kingdom;august 1, 2017;2009;nr;1 season;british tv shows, docuseries, international tv shows;footage of the most dramatic moments from world war ii is restored in color and high definition for this historical documentary series.;8,7 based on 4 536 user ratings
80109260;movie;apex: the story of the hypercar;j.f. musial, josh vietze;zachary levi;united states;august 1, 2016;2016;nr;86 min;documentaries;a visionary carmaker introduces his fuel-efficient, high-performance hypercar to a market filled with big-name competitors like ferrari and porsche.;7,4 based on 1 540 user ratings
70303287;tv show;autumn's concerto;nan;ady an, vanness wu, ann hsu, chris wu, xiao xiao bin;taiwan;august 1, 2016;2009;tv-14;1 season;international tv shows, romantic tv shows, tv dramas;after losing all memories of his past, a wealthy lawyer travels to a rural village where a woman he once loved now lives with her son.;8,0 based on 310 user ratings
80109640;tv show;battlefield recovery;nan;nan;united kingdom;august 1, 2016;2016;tv-pg;1 season;british tv shows, docuseries, reality tv;a four-man team heads to latvia and poland to unearth rare world war ii artifacts and shed new light on the bloody battles of the eastern front.;6,2 based on 120 user ratings
80106144;movie;children of god;john smithson;nan;united kingdom;august 1, 2016;1994;tv-ma;63 min;documentaries;a former member examines the lingering effects of being raised in the family, a cult whose disturbing practices include the sexual abuse of children.;6,7 based on 1 196 user ratings
80106150;tv show;cocaine;nan;nan;united kingdom;august 1, 2016;2005;tv-14;1 season;british tv shows, crime tv shows, docuseries;three films chronicle the cocaine trade's sweeping impact on the citizens of peru, brazil and colombia, from poor farmers to powerful drug lords.;7,1 based on 297 user ratings
80106338;tv show;edge of the universe;nan;nan;united kingdom;august 1, 2016;2008;tv-g;1 season;british tv shows, docuseries, science & nature tv;leading astronomers reveal the latest discoveries about death-trap planets, asteroids, comets and other wonders of the cosmos.;7,3 based on 113 user ratings
80107987;movie;hitler's olympics;daniel kontur;nan;united kingdom;august 1, 2016;2016;tv-pg;44 min;documentaries, sports movies;hitler, nazi propaganda and 1936 berlin olympics are put under the microscope to uncover hidden truths and the historical legacy of those games.;6,6 based on 164 user ratings
80104552;movie;holding the man;neil armfield;ryan corr, craig stott, kerry fox, camilla ah kin, sarah snook, guy pearce, anthony lapaglia, geoffrey rush;australia;august 1, 2016;2015;nr;128 min;dramas, international movies, lgbtq movies;in 1970s australia, two teen boys fall in love with each other and defeat obstacles to their 15-year relationship, until a new crisis comes their way.;7,4 based on 9 953 user ratings
80108147;movie;how to win the us presidency;cal saville;nan;united states;august 1, 2016;2016;tv-pg;51 min;documentaries;this whimsical look at rough-and-tumble american politics examines the influence of money, religion and even ancient rome on presidential campaigns.;6,2 based on 118 user ratings
80108996;movie;interview with a serial killer;christopher martin;arthur shawcross;united states;august 1, 2016;2008;tv-14;45 min;documentaries;in this jailhouse interview, arthur shawcross, the genesee river killer, shares candid details of his crimes and his surprising family bonds.;5,9 based on 383 user ratings
80108473;tv show;la esclava blanca;nan;nerea camacho, oriã¡n suã¡rez, miguel de miguel, modesto lacen, norma martã­nez, ricardo vesga, viã±a machado, andrã©s suã¡rez, natasha klauss, miroslava morales;colombia;august 1, 2016;2016;tv-14;1 season;international tv shows, spanish-language tv shows, tv dramas;in colombia in 1821, a white orphan is taken in by black slaves. years after being torn from them, she returns to find her family and childhood love.;8,1 based on 423 user ratings
80106611;tv show;love cuisine;nan;lego lee, allison lin, duncan chow, nita lei, hank wu, calvin lee, fu lei;taiwan;august 1, 2016;2015;tv-pg;1 season;international tv shows, romantic tv shows, tv comedies;a successful taiwanese chef moves home from europe to teach at a cooking school. he soon clashes with a pretty teacher he met under odd circumstances.;7,5 based on 36 user ratings
80108494;tv show;miss rose;nan;roy chiu, megan lai, paul hsu, tia lee, chunya chao, puff kuo, blaire chang;taiwan;august 1, 2016;2015;tv-14;1 season;international tv shows, romantic tv shows, tv comedies;resolving to get married soon, hardworking si-yi finds love in an unexpected place, but her ex and her job interfere with her plans.;6,0 based on 59 user ratings
80108773;tv show;office girls;nan;roy chiu, alice ko, tia lee, patrick lee, kuo shu-yao, james wen, janel tsai;taiwan;august 1, 2016;2011;tv-14;1 season;international tv shows, romantic tv shows, tv comedies;a department store mogul has his son work incognito in a menial job to prove his worthiness, while female co-workers teach him how normal people live.;6,6 based on 101 user ratings
80108844;tv show;queen of no marriage;nan;ethan juan, cheryl yang, harry chang, sylvia yang, james wen, patrick lee;taiwan;august 1, 2016;2009;tv-14;1 season;international tv shows, romantic tv shows, tv comedies;sparks begin to fly when a successful 33-year-old single woman and a 25-year-old romantic with few prospects navigate love and differences.;6,8 based on 67 user ratings
80109248;movie;real crime: diamond geezers;tom whitter;forbes kb;united kingdom;august 1, 2016;2008;tv-14;46 min;documentaries;in an attempted heist worthy of a hollywood film, a cadre of criminals sets out to steal the world's largest perfect diamond from a london landmark.;6,3 based on 36 user ratings
80108846;tv show;the prince who turns into a frog;nan;joe chen, ming dao, sam wang, joyce chao, gino, su li-hsin, wang chuan, ehlo huang;taiwan;august 1, 2016;2005;tv-14;1 season;international tv shows, romantic tv shows, tv comedies;before his wedding, a cold ceo is hit by a car and awakens a changed man. as he and the driver fall in love, more changes appear on the road ahead.;7,1 based on 92 user ratings
80108847;tv show;two fathers;nan;weber yang, lin yo-wei, megan lai, amanda chou, lucia xie, cherry leung;taiwan;august 1, 2016;2013;tv-14;1 season;international tv shows, romantic tv shows, tv comedies;when two single guys learn a woman they both slept with disappeared after giving birth, they decide to raise her baby girl together as a family.;7,5 based on 30 user ratings
80109038;tv show;you're my destiny;nan;joe chen, ethan juan, baron chen, bianca bai, wei-hsun na, tan ai-chen;taiwan;august 1, 2016;2008;tv-14;1 season;international tv shows, romantic tv shows, tv comedies;a young woman's romantic cruise ends in a twist when she gets pregnant after a one-night stand with a rich executive, turning their lives upside down.;7,4 based on 328 user ratings
70222860;movie;movie 43;peter farrelly, will graham, steve carr, griffin dunne, steve brill, james duffy, jonathan van tulleken, elizabeth banks, patrik forsberg, brett ratner, rusty cundieff, james gunn;greg kinnear, dennis quaid, common, seth macfarlane, will sasso, hugh jackman, kate winslet, liev schreiber, naomi watts, anna faris, chris pratt, j.b. smoove, kieran culkin, emma stone, cathy cliften, kristen bell, leslie bibb, bobby cannavale, john hodgman, justin long, jason sudeikis, uma thurman, phil crowley, kate bosworth, richard gere, jack mcbrayer, aasif mandvi, christopher mintz-plasse, chloã« grace moretz, matt walsh, patrick warburton, gerard butler, johnny knoxville, seann william scott, halle berry, stephen merchant, terrence howard, elizabeth banks, josh duhamel;united states;april 9, 2019;2013;r;94 min;comedies;an eye-popping cast stars in this sketch-comedy collage, the new millennium's homage to classic anthology films like the kentucky fried movie.;4,3 based on 97 316 user ratings
81026677;movie;the basement;brian m. conley, nathan ives;mischa barton, jackson davis, cayleb long, tracie thoms, bailey anne borders;united states;april 9, 2019;2018;tv-ma;89 min;horror movies, thrillers;known for tortuous role-play with victims in his basement, a twisted serial killer abducts a musician who has a deeper connection to his mind games.;7,3 based on 31 346 user ratings
80218962;tv show;amo;nan;derek ramsay, vince rillon, allen dizon, felix roco, ruby ruiz;philippines;april 9, 2018;2017;tv-ma;1 season;international tv shows, tv dramas;despite the philippine government's crackdown on narcotics, high schooler joseph expands his drug running while his cop uncle profits from corruption.;6,4 based on 366 user ratings
80202076;movie;the tiger hunter;lena khan;danny pudi, jon heder, rizwan manji, karen david, iqbal theba, sam page, kevin pollak, parvesh cheena, michael mcmillian;united states;april 9, 2018;2016;tv-14;94 min;comedies, dramas, independent movies;it's 1979, and engineer sami is excited to leave his indian village for a job in chicago. but he soon runs into problems achieving his american dream.;5,8 based on 661 user ratings
80094357;movie;look who's back;david wnendt;oliver masucci, fabian busch, christoph maria herbst, katja riemann, franziska wulf, lars rudolph, michael kessler, thomas thieme;germany;april 9, 2016;2015;nr;116 min;comedies, international movies;when adolf hitler reawakens at the site of his former bunker 70 years later, he's mistaken for a brilliant comedian and becomes a media phenomenon.;7,1 based on 40 308 user ratings
81074135;movie;sarvam thaala mayam (telugu version);rajiv menon;g.v. prakash kumar, nedumudi venu, aparna balamurali, divyadarshini, vineeth, kumaravel, ravi prakash, sumesh;india;april 8, 2019;2018;tv-14;131 min;dramas, international movies, music & musicals;an aspiring musician battles age-old caste divides to be able to learn the art of a classical instrument from a traditionalist, veteran percussionist.;
81031306;movie;the great battle;nan;zo in-sung, nam joo-hyuk, park sung-woong, bae seong-woo, seolhyun, jung eun-chae, yu oh-seong, sung dong-il, oh dae-whan;south korea;april 8, 2019;2018;tv-ma;136 min;action & adventure, dramas, international movies;in seventh-century korea, the commander of ansi fortress, yang man-chun, combats tang invaders in a retelling of an epic clash against all odds.;7,0 based on 3 340 user ratings
80160972;movie;el fin de eta;justin webster;nan;spain;april 8, 2017;2017;tv-14;106 min;documentaries, international movies;this documentary chronicles the decade-long process that led to the end of the eta, a basque terrorist group that operated for more than 50 years.;6,9 based on 382 user ratings
80169549;movie;incomplete;suman mukhopadhyay;ritwick chakraborty, swastika mukherjee, paoli dam, bratya basu, santu mukherjee, dibyendu bhattacharya, anindya bandopadhyay, poulomi das, nigel akkara, bhed sinha;india;april 8, 2017;2017;tv-ma;119 min;dramas, international movies, romantic movies;a man returns to his childhood hometown, where he meets the happily married woman he once jilted, while his best friend endures a more volatile union.;5,6 based on 89 user ratings
80091879;movie;hush;mike flanagan;john gallagher jr., kate siegel, michael trucco, samantha sloyan, emma graves;united states;april 8, 2016;2016;r;82 min;horror movies, thrillers;a deaf writer who retreated into the woods to live a solitary life must fight for her life in silence when a masked killer appears in her window.;6,6 based on 93 846 user ratings
80035480;tv show;residue;nan;natalia tena, iwan rheon, jamie draven, danny webb, franz drameh, adrian schiller, eleanor matsuura, brian ferguson, emilia jones, tom goodman-hill;united kingdom;april 8, 2015;2015;tv-ma;1 season;british tv shows, international tv shows, tv horror;after a freak explosion wreaks havoc on a sprawling city of the future, eight survivors get caught up in the aftermath and its paranormal effects.;5,4 based on 950 user ratings
81091424;movie;petta (telugu version);karthik subbaraj;rajnikanth, vijay sethupathi, m. sasikumar, nawazuddin siddiqui, trisha krishnan, simran;india;april 7, 2019;2019;tv-14;170 min;action & adventure, comedies, dramas;an affable, newly appointed college warden proves to be no ordinary man when an old enemy resurfaces and exposes his complicated, violent past.;
80187052;tv show;time: the kalief browder story;nan;nan;united states;april 7, 2019;2017;tv-ma;1 season;docuseries;this series traces the tragic case of kalief browder, a bronx teen who spent three horrific years in jail, despite never being convicted of a crime.;8,5 based on 1 865 user ratings
80208951;movie;24 hours to live;brian smrz;ethan hawke, xu qing, paul anderson, rutger hauer, tyrone keogh, nathalie boltt, liam cunningham;south africa, china, united states;april 7, 2018;2017;r;93 min;action & adventure;revived by an experimental procedure, a hit man gets to live an extra 24 hours â€“ which he uses to avenge his dead wife and child and redeem himself.;5,8 based on 11 733 user ratings
80097466;movie;newtown;kim a. snyder;nan;united states;april 7, 2017;2016;nr;84 min;documentaries;this intimate portrait sheds light on the trauma experienced and strength displayed by those affected by the 2012 massacre in newtown, connecticut.;6,8 based on 1 616 user ratings
80118918;movie;strike a pose;ester gould, reijer zwaan;nan;netherlands, belgium;april 7, 2017;2016;tv-ma;85 min;documentaries, international movies, lgbtq movies;"a quarter-century later, this documentary relocates the male dancers who backed madonna on her 1990 blond ambition tour, as seen in ""truth or dare.""";7,2 based on 1 626 user ratings
80105690;movie;the lighthouse of the orcas;gerardo olivares;maribel verdãº, joaquã­n furriel, joaquã­n rapalini;spain, argentina;april 7, 2017;2016;tv-ma;110 min;dramas, international movies, romantic movies;a mother travels to patagonia with her autistic son with the hopes that a ranger and a pod of wild orcas can help him find an emotional connection.;6,7 based on 3 018 user ratings
80134527;movie;win it all;joe swanberg;jake johnson, aislinn derbez, joe lo truglio, keegan-michael key, nicky excitement;united states;april 7, 2017;2017;tv-ma;89 min;comedies, independent movies, romantic movies;after losing $50,000 that wasn't his, gambling addict eddie starts to rebuild his life. but an unwelcome surprise pushes him toward his old ways.;6,2 based on 7 714 user ratings
